hit_id,x,y,z,volume_id,layer_id,module_id
30035,61.8527,-37.7165,18.2235,8,4,238
30065,68.0466,-24.7692,8.19687,8,4,239
30131,69.4536,15.0683,60.8541,8,4,241
30204,60.442,37.705,25.3912,8,4,243
30225,55.2678,45.6977,39.5281,8,4,244
30257,43.7862,56.5185,10.4441,8,4,245
30304,34.2231,63.1313,37.344,8,4,246
30410,-11.2904,70.3708,66.3849,8,4,249
30588,-64.5917,30.2333,3.68934,8,4,254
30687,-71.429,7.619110000000001,32.7295,8,4,256
30890,10.8349,-70.9909,81.0374,8,4,265
30951,45.9556,-55.7187,132.107,8,4,268
30983,57.4493,-43.2101,78.4528,8,4,269
31050,72.018,-9.85016,109.914,8,4,272
31107,63.7399,34.0295,104.71799999999999,8,4,275
31392,-63.6984,34.1141,119.04899999999999,8,4,286
31425,-71.8911,6.819439999999999,139.612,8,4,288
31435,-71.9591,8.44487,120.814,8,4,288
31508,-49.6437,-50.87,154.435,8,4,292
31688,68.7854,-20.0256,156.118,8,4,303
31825,10.5412,71.5513,160.284,8,4,312
31866,-23.8391,67.263,153.509,8,4,314
31916,-45.715,55.248999999999995,147.601,8,4,316
32049,-50.2979,-50.941,250.12900000000002,8,4,324
32674,12.8522,69.9028,329.034,8,4,375
32706,-30.3575,65.809,329.082,8,4,379
32791,-50.5731,-52.963,364.676,8,4,389
32810,-20.0521,-69.2824,413.54,8,4,391
32975,-20.4353,69.3885,357.216,8,4,410
33037,-51.0891,-49.5407,463.94199999999995,8,4,420
33245,-71.1261,0.380152,478.407,8,4,448
33264,-108.709,-39.3968,-458.38800000000003,8,6,3
33378,116.626,-14.3938,-424.681,8,6,26
33403,77.5917,85.67200000000001,-422.24,8,6,33
33516,-105.35600000000001,-47.8169,-411.725,8,6,56
33971,112.226,-27.0047,-287.421,8,6,128
34086,-27.2842,112.24,-316.52099999999996,8,6,145
34605,-115.63799999999999,8.238010000000001,-256.577,8,6,208
34621,-116.103,-15.6752,-146.47899999999998,8,6,210
34630,-108.286,-40.2907,-140.752,8,6,211
34654,-96.48,-63.8277,-186.252,8,6,213
34671,-83.4561,-81.2563,-166.324,8,6,215
34686,-72.9108,-90.8057,-146.233,8,6,216
35085,-98.1627,63.2348,-165.84599999999998,8,6,256
35545,46.3775,105.88,-110.689,8,6,296
35758,-115.89399999999999,11.4386,-87.1865,8,6,312
35781,-113.03399999999999,-24.8958,-3.3593800000000003,8,6,314
35977,9.81351,-115.47,-50.2018,8,6,326
36043,71.6213,-91.5852,-64.5478,8,6,331
36101,104.53200000000001,-52.7889,-44.4918,8,6,335
36244,86.0142,76.9826,-11.6393,8,6,344
36253,86.3467,76.6627,-16.116,8,6,344
36283,76.2715,86.666,-55.9668,8,6,345
36432,-37.0321,109.82799999999999,-64.3135,8,6,354
36935,100.469,-56.5766,25.7765,8,6,386
36962,110.333,-35.5143,8.81562,8,6,388
37060,98.8465,60.1398,34.4288,8,6,395
37094,68.9556,92.5224,23.9191,8,6,398
37104,73.7282,89.7608,38.0094,8,6,398
37121,52.5695,102.181,57.0885,8,6,399
37325,-101.814,53.4281,4.93438,8,6,412
37393,-115.556,7.20397,49.6484,8,6,416
37570,16.7965,-115.73,133.08700000000002,8,6,431
37658,94.0343,-67.3313,123.041,8,6,437
37719,112.551,26.3474,94.6192,8,6,444
37892,-12.1734,114.991,101.03299999999999,8,6,456
38117,-89.5948,-72.8496,189.157,8,6,474
38228,72.7861,-89.6609,208.52200000000002,8,6,487
38284,114.02600000000001,-16.695999999999998,175.26,8,6,493
38323,102.571,52.2297,160.871,8,6,498
38511,-104.354,51.6292,190.47,8,6,517
38543,-115.635,8.191239999999999,194.748,8,6,520
38743,114.21799999999999,-24.0589,251.047,8,6,545
38847,18.772000000000002,114.436,254.542,8,6,558
38886,-45.4644,107.426,255.243,8,6,563
38904,-74.9588,88.1172,245.25900000000001,8,6,565
38961,-116.206,9.12241,226.636,8,6,572
39385,-75.205,-89.4782,411.892,8,6,632
39861,-35.461,110.024,466.70099999999996,8,6,718
40066,166.11,-43.2979,-426.57800000000003,8,8,36
40158,-46.9232,164.957,-466.158,8,8,62
40600,-151.785,-82.7839,-279.60200000000003,8,8,163
40841,86.2981,148.185,-344.792,8,8,208
40941,-171.18,-18.1456,-210.297,8,8,236
40958,-158.082,-65.465,-209.69099999999997,8,8,239
40999,-115.898,-127.228,-247.894,8,8,245
41312,-139.046,102.162,-242.183,8,8,305
41654,67.5282,158.463,-163.164,8,8,366
41908,11.4933,-171.715,-71.9625,8,8,411
41970,110.40299999999999,-132.65,-101.585,8,8,419
42119,118.655,123.06700000000001,-83.3906,8,8,439
42235,-55.8336,162.191,-97.7884,8,8,453
42383,-169.072,-27.9644,-7.1703399999999995,8,8,470
42611,154.137,-78.583,-65.7551,8,8,502
42732,130.626,111.52600000000001,-21.2373,8,8,516
42735,118.45100000000001,123.85600000000001,-17.9281,8,8,517
42958,-154.937,76.0251,-65.5629,8,8,541
43293,153.91899999999998,-77.6215,35.6702,8,8,580
43307,165.357,-45.0683,9.82812,8,8,582
43385,147.734,87.1609,45.6528,8,8,592
43415,98.9786,139.622,41.085,8,8,597
43431,89.8867,146.02200000000002,36.3371,8,8,598
43608,-147.584,88.7386,6.79063,8,8,618
43646,-170.989,0.7036060000000001,70.4526,8,8,624
43919,167.68200000000002,42.9492,138.24200000000002,8,8,667
43995,74.1699,154.621,83.2515,8,8,677
44308,23.146,-170.894,197.202,8,8,724
44380,142.503,-95.257,179.912,8,8,734
44650,-170.33900000000003,12.4466,207.96400000000003,8,8,779
44704,-142.63299999999998,-96.8998,233.275,8,8,788
44857,169.233,-26.8976,261.532,8,8,817
44896,155.298,74.33,235.736,8,8,825
45055,-156.857,69.8835,280.475,8,8,853
45217,94.5618,-142.812,347.533,8,8,885
45222,106.585,-133.904,306.873,8,8,886
45443,-171.16299999999998,2.4449099999999997,289.525,8,8,936
45444,-171.933,10.1391,335.745,8,8,936
45656,31.701999999999998,169.933,377.81,8,8,993
45677,-79.1092,153.195,384.348,8,8,1001
45688,-113.98100000000001,129.214,370.95300000000003,8,8,1004
71342,-238.93599999999998,-98.4673,-915.6,13,2,43
71443,192.613,174.229,-950.8,13,2,65
71542,-222.52599999999998,-137.674,-837.2,13,2,84
71948,-84.2046,242.467,-696.0,13,2,153
72121,249.38400000000001,-73.0945,-645.4,13,2,179
72279,-258.177,31.3383,-578.4,13,2,200
72284,-259.306,-42.6742,-554.0,13,2,201
72620,-259.735,11.5451,-518.0,13,2,240
72669,-157.765,-212.77200000000002,-387.16,13,2,246
72801,246.438,-80.3506,-409.533,13,2,259
72955,-193.472,174.486,-364.0,13,2,276
72994,-257.361,-15.5038,-309.6,13,2,281
73007,-235.168,-113.68799999999999,-321.6,13,2,283
73377,-241.968,93.7088,-307.2,13,2,318
73535,177.24200000000002,-194.232,-161.6,13,2,335
73703,98.7959,242.364,-246.2,13,2,348
73999,10.0377,-256.97,-104.8,13,2,371
74075,232.702,-120.462,-100.0,13,2,377
74129,256.228,-26.6225,-74.8,13,2,380
74187,193.071,173.49400000000003,-127.6,13,2,385
74655,197.1,-171.343,-34.2,13,2,416
74685,241.331,-100.509,51.0,13,2,418
74714,259.30400000000003,-48.6579,12.6,13,2,419
74795,202.963,163.217,-29.4,13,2,425
74817,156.07299999999998,214.725,-29.4,13,2,426
74855,100.303,241.455,34.2,13,2,428
75010,-212.972,157.592,11.4,13,2,436
75080,-257.949,-23.7227,103.6,13,2,441
75372,224.218,126.04799999999999,62.8,13,2,464
75410,141.33100000000002,215.13299999999998,67.6,13,2,467
75437,101.427,237.313,123.6,13,2,468
75849,253.179,73.8089,207.2,13,2,502
75954,23.0788,260.098,219.2,13,2,510
76128,-225.261,-123.579,299.4,13,2,524
76219,31.2235,-258.486,298.8,13,2,531
76287,222.088,-133.069,270.0,13,2,537
76338,237.878,102.738,351.0,13,2,543
76565,-260.692,-20.495,446.68,13,2,561
76681,144.012,-219.84799999999998,442.0,13,2,574
76685,158.701,-205.775,463.6,13,2,575
76725,260.176,-46.5083,404.8,13,2,579
76781,145.622,215.398,383.8,13,2,587
77042,233.463,-107.811,500.171,13,2,618
77061,257.064,11.3544,563.0,13,2,621
77132,55.8643,253.17700000000002,564.0,13,2,629
77164,-177.783,190.40099999999998,566.4,13,2,635
77207,-260.764,7.1231,509.3,13,2,640
77430,-150.614,217.058,603.48,13,2,674
77444,-164.304,202.287,603.0,13,2,675
77927,-63.9252,254.028,834.8,13,2,752
78009,-105.90299999999999,-234.614,951.6,13,2,768
78478,-141.90200000000002,333.1,-984.7,13,4,46
78614,338.81699999999995,-111.596,-885.0,13,4,82
78747,-313.959,-181.43200000000002,-818.086,13,4,117
78944,-357.74699999999996,56.4411,-807.8,13,4,167
79196,-359.51800000000003,-5.2657099999999994,-623.4,13,4,225
79301,251.54,-255.794,-633.738,13,4,246
79537,-181.679,-307.42,-530.48,13,4,290
79764,-237.407,268.28,-504.56,13,4,329
79796,-350.721,68.2856,-520.4,13,4,335
79810,-359.25199999999995,-2.4382200000000003,-427.6,13,4,337
79839,-315.20799999999997,-178.062,-448.6,13,4,341
80394,129.95600000000002,335.575,-337.2,13,4,431
80490,-341.772,119.68,-296.4,13,4,445
80593,-159.47,-328.215,-192.2,13,4,458
80649,260.575,-256.66900000000004,-230.6,13,4,469
80763,290.066,218.627,-180.2,13,4,482
81075,2.06925,-362.57099999999997,-145.6,13,4,518
81158,318.305,-167.505,-137.2,13,4,528
81167,331.44300000000004,-136.80700000000002,-102.4,13,4,529
81626,263.118,-246.209,-42.6,13,4,582
81672,357.708,-35.6863,13.8,13,4,588
81743,290.606,217.55599999999998,-37.8,13,4,594
81774,166.767,322.612,-45.0,13,4,598
81795,87.708,353.051,30.6,13,4,600
81899,-266.784,243.174,16.2,13,4,610
81981,-353.19800000000004,-72.9787,144.4,13,4,618
82193,339.39300000000003,-110.34200000000001,67.9,13,4,642
82242,315.96,167.49599999999998,83.2,13,4,649
82284,183.525,306.002,97.6,13,4,654
82698,125.007,342.023,173.0,13,4,711
83048,342.635,113.374,281.4,13,4,759
83118,82.2246,352.305,309.0,13,4,768
83253,-333.413,-140.64,383.8,13,4,788
83324,37.6424,-362.56699999999995,419.2,13,4,799
83387,321.564,-168.13099999999997,377.8,13,4,808
83730,185.162,-309.414,543.2,13,4,859
83767,350.32099999999997,-69.5013,548.0,13,4,867
83800,333.63699999999994,127.391,481.6,13,4,872
83822,240.333,265.564,483.2,13,4,876
83967,-356.288,-66.2744,626.52,13,4,898
84049,216.484,-291.14599999999996,646.2,13,4,916
84056,259.437,-257.413,598.2,13,4,917
84228,-356.244,-2.13727,697.2,13,4,953
84600,349.032,87.4286,820.4860000000001,13,4,1039
84640,91.6823,351.226,786.6,13,4,1048
84675,-248.84799999999998,264.34,855.4,13,4,1057
84677,-257.92,258.406,800.2,13,4,1057
85845,-176.43,-470.31,-770.2860000000001,13,6,249
86013,-261.38599999999997,423.543,-715.6,13,6,300
86038,-487.61400000000003,119.611,-739.6,13,6,309
86079,-413.038,-284.246,-627.6,13,6,320
86321,-498.417,34.0881,-593.4,13,6,390
86528,167.896,467.719,-465.2,13,6,445
86595,-467.189,174.845,-525.2,13,6,464
87091,377.255,-323.324,-320.4,13,6,577
87289,-461.01099999999997,185.826,-282.0,13,6,620
87368,-276.73400000000004,-416.32599999999996,-235.4,13,6,637
87386,-20.2505,-504.593,-200.6,13,6,643
87439,443.61699999999996,-239.092,-191.8,13,6,657
87504,434.031,251.467,-253.4,13,6,670
87818,327.789,-374.93300000000005,-56.8,13,6,731
87834,380.27099999999996,-320.592,-140.05,13,6,733
87914,411.92,279.774,-49.6,13,6,749
87966,116.48,485.17900000000003,-70.0,13,6,758
88330,500.79699999999997,17.4995,16.2,13,6,820
88420,18.1866,505.077,29.4,13,6,838
88475,-312.02,395.12699999999995,22.2,13,6,847
88713,490.63199999999995,-93.6946,94.0,13,6,895
88750,448.99199999999996,218.27,110.8,13,6,903
88784,230.36700000000002,442.353,140.8,13,6,911
88942,-467.92199999999997,-182.419,203.0,13,6,941
89179,138.852,485.884,240.2,13,6,991
89808,467.88800000000003,182.575,389.8,13,6,1136
89860,220.895,452.98699999999997,448.6,13,6,1145
90120,461.49699999999996,-197.19299999999998,523.7,13,6,1204
90352,40.8826,-499.911,577.8,13,6,1269
90641,220.882,-445.13300000000004,688.9,13,6,1352
90674,484.409,-110.67,764.2,13,6,1363
90700,477.505,148.588,675.6,13,6,1369
91034,-498.955,-27.8752,979.8,13,6,1483
91045,-469.782,-159.732,876.0,13,6,1487
91116,287.296,-405.085,883.2,13,6,1510
91315,202.429,-459.85699999999997,1067.8,13,6,1585
91481,-93.9573,-652.937,-1067.27,13,8,24
91605,-208.465,629.1080000000001,-1001.5,13,8,82
91804,-504.47,424.63,-943.9060000000001,13,8,193
92055,-653.076,103.367,-788.6,13,8,304
92485,204.808,628.265,-618.2,13,8,480
92834,-571.382,327.86699999999996,-530.0,13,8,604
92975,543.085,-383.789,-437.8,13,8,653
93225,-502.67,-424.26800000000003,-300.0,13,8,726
93260,-59.92100000000001,-659.3939999999999,-262.8,13,8,738
93349,609.566,244.36,-340.8,13,8,772
93468,-582.161,314.361,-262.8,13,8,808
93598,323.16200000000003,-579.145,-194.48,13,8,850
93616,580.5169999999999,-321.176,-252.2,13,8,859
93919,349.38599999999997,-558.6990000000001,-72.4,13,8,953
94004,566.055,340.022,-65.2,13,8,978
94065,-113.89299999999999,647.535,-113.2,13,8,998
94322,646.866,131.149,19.8,13,8,1075
94402,-141.966,643.395,25.1455,13,8,1101
94418,-291.747,596.54,30.6,13,8,1104
94648,657.118,-26.1317,125.2,13,8,1173
94669,604.293,264.97700000000003,143.2,13,8,1180
95037,264.069,609.1030000000001,193.4,13,8,1294
95176,-553.0880000000001,-354.782,274.8,13,8,1336
95370,129.83,644.216,313.2,13,8,1400
95867,601.161,277.222,514.4,13,8,1588
96155,467.316,471.11400000000003,652.8,13,8,1696
96308,37.0149,-656.939,759.6,13,8,1761
96360,629.655,-202.708,696.4,13,8,1780
96558,223.94099999999997,-620.183,873.8,13,8,1868
96847,642.609,150.704,895.8,13,8,1993
97010,302.149,-586.645,1055.8,13,8,2074
97034,641.389,-169.733,1022.8,13,8,2087
107676,-563.326,-598.6659999999999,-1067.8,17,2,16
107824,-795.4739999999999,199.97400000000002,-992.2,17,2,116
108444,231.405,785.291,-769.6,17,2,445
108789,-815.704,-1.21371,-542.0,17,2,601
108881,711.5089999999999,-411.48400000000004,-552.8,17,2,650
109001,-635.93,519.844,-531.2,17,2,707
109179,807.1080000000001,168.808,-449.8,17,2,784
109365,-114.76,-809.211,-325.2,17,2,868
109369,-18.2045,-818.793,-282.0,17,2,870
109416,710.1389999999999,-402.685,-314.4,17,2,891
109802,-656.086,495.915,-243.8,17,2,1068
109917,277.848,-770.6610000000001,-97.6,17,2,1117
110004,722.467,381.84,-76.0,17,2,1150
110278,759.2769999999999,313.124,27.0,17,2,1268
110340,-150.03799999999998,807.7330000000001,37.8,17,2,1294
110370,-466.681,676.35,16.2,17,2,1302
110874,814.51,109.23899999999999,168.2,17,2,1503
110886,762.8380000000001,298.738,179.0,17,2,1508
110925,273.4,774.819,243.8,17,2,1524
111470,89.7868,819.5039999999999,395.8,17,2,1768
111929,723.367,388.06699999999995,645.0,17,2,1990
112512,24.9109,-818.653,943.2,17,2,2311
112570,802.171,-175.59,878.4,17,2,2336
112741,178.118,-799.9739999999999,1067.8,17,2,2435
112746,370.171,-736.457,1046.2,17,2,2439
113252,252.58900000000003,989.873,-954.0,17,4,260
113679,934.078,-401.19300000000004,-704.8,17,4,523
113819,-1021.33,40.8497,-672.4,17,4,607
113912,1021.32,-54.9958,-601.8,17,4,683
114346,-213.14700000000002,-1001.99,-406.6,17,4,945
114389,879.8510000000001,-515.18,-385.0,17,4,976
114991,-605.52,821.6289999999999,-211.4,17,4,1346
115077,-249.452,-984.41,-140.8,17,4,1401
115169,935.556,411.635,-97.6,17,4,1454
115456,777.445,657.944,27.0,17,4,1614
115970,971.0269999999999,322.632,222.2,17,4,1908
115974,941.9760000000001,398.048,222.2,17,4,1910
116239,250.451,990.824,314.4,17,4,2084
116784,-0.0183017,1015.55,498.8,17,4,2395
117463,861.684,552.124,807.8,17,4,2826
90235,-129.665,483.06199999999995,492.2,13,6,1232
92791,-102.524,654.0880000000001,-515.6,13,8,589
109597,-60.04,-819.9939999999999,-211.4,17,2,989
94730,-10.4907,660.086,85.6,13,8,1199
116299,-775.137,656.172,271.2,17,4,2112
116989,945.336,384.477,655.8,17,4,2518
80310,355.07800000000003,-55.0648,-326.4,13,4,419
114506,-857.477,561.172,-449.8,17,4,1050
93730,42.7856,659.802,-252.2,13,8,892
108682,482.49800000000005,660.932,-666.6,17,2,559
85249,492.30199999999996,82.0935,-1038.2,13,6,42
92411,541.244,-385.588,-576.2,13,8,449
111612,218.47299999999998,-786.737,477.2,17,2,1836
79062,288.027,-211.968,-728.8,13,4,191
113636,235.822,-991.806,-737.2,17,4,500
43747,-34.5642,-167.924,78.6833,8,8,641
113130,-631.769,-801.93,-910.8,17,4,174
117119,-796.437,-632.205,715.6,17,4,2601
116439,938.346,-412.082,449.8,17,4,2194
109861,-638.729,-517.523,-86.8,17,2,1093
86087,-373.70599999999996,-330.39099999999996,-586.2,13,6,322
117739,76.4542,1013.67,954.0,17,4,3001
111469,127.374,808.659,417.4,17,2,1768
117865,-202.995,-998.962,1067.8,17,4,3074
34183,-110.49600000000001,-34.4634,-220.458,8,6,159
108359,600.514,-558.127,-726.4,17,2,406
45463,-166.813,-39.9594,419.36199999999997,8,8,939
25913,29.5621,65.3646,-482.14300000000003,8,4,22
117690,1000.24,207.40599999999998,878.4,17,4,2969
30356,25.7005,67.9015,47.7451,8,4,247
108546,-440.086,-691.306,-612.6,17,2,500
92074,-656.15,-68.7154,-726.4,13,8,308
115852,-1016.05,-105.40799999999999,254.6,17,4,1827
25395,10.0325,31.4193,227.032,8,2,172
41922,40.6385,-166.945,-70.175,8,8,413
91981,570.23,337.5,-788.6,13,8,264
115444,974.459,301.367,-37.8,17,4,1604
93139,-488.913,441.986,-433.6,13,8,703
111892,748.6339999999999,-331.50800000000004,634.2,17,2,1973
116229,584.693,831.54,260.4,17,4,2076
97088,182.08599999999998,639.466,1029.4,13,8,2112
116033,-429.205,926.8910000000001,211.4,17,4,1949
85442,283.433,-413.85900000000004,-963.6,13,6,105
89890,56.9335,495.98199999999997,461.8,13,6,1150
107901,363.254,-735.459,-975.6,17,2,159
109855,-691.3580000000001,-443.11400000000003,-140.8,17,2,1091
110820,415.99699999999996,-706.0360000000001,179.0,17,2,1481
108920,713.581,406.381,-531.2,17,2,670
78394,83.8479,-349.501,-1014.66,13,4,17
92412,539.2230000000001,-387.564,-649.8,13,8,449
96898,-134.92,646.803,948.0,13,8,2018
114326,-670.71,-772.189,-385.0,17,4,933
115660,248.78400000000002,-984.5310000000001,119.2,17,4,1717
116798,-299.09,971.822,542.0,17,4,2402
113338,-456.295,-916.336,-797.0,17,4,331
33408,58.6277,100.131,-429.414,8,6,35
110610,409.92400000000004,712.823,65.2,17,2,1400
36672,-107.17299999999999,-41.4847,59.5506,8,6,367
111351,209.801,-797.255,385.0,17,2,1715
45903,166.39,44.6184,489.06699999999995,8,8,1057
114118,-121.515,-1008.81,-540.457,17,4,796
43697,-141.967,-97.6234,71.4051,8,8,632
114312,-875.445,-520.2909999999999,-363.4,17,4,926
110257,819.585,8.37758,48.6,17,2,1261
87139,495.218,72.1722,-295.2,13,6,587
40405,153.024,76.8779,-361.62,8,8,123
71586,29.4321,-261.332,-856.52,13,2,91
116049,-676.845,765.2389999999999,168.2,17,4,1956
91221,-366.028,340.31800000000004,958.8,13,6,1551
93440,-388.37,533.489,-284.4,13,8,801
113995,-411.17699999999996,932.154,-601.8,17,4,733
112271,-719.3960000000001,-399.034,788.36,17,2,2170
116802,-367.19599999999997,946.558,488.0,17,4,2404
83290,-191.893,-303.316,393.4,13,4,794
117428,965.7739999999999,-339.384,822.92,17,4,2804
27463,24.3419,68.6142,-208.34099999999998,8,4,151
44072,-64.0127,160.58,84.8002,8,8,688
115379,418.26199999999994,-930.086,37.8,17,4,1569
78135,-192.50099999999998,171.403,968.0,13,2,796
84818,353.36300000000006,-60.2696,930.0,13,4,1091
93701,280.05,598.605,-230.6,13,8,886
110824,582.996,-575.5269999999999,211.4,17,2,1486
39787,115.249,-3.3570800000000003,457.708,8,6,702
96210,-162.314,641.427,604.2,13,8,1713
37559,3.30721,-116.792,102.044,8,6,430
90324,-251.236,-430.71,648.6,13,6,1262
89712,-5.63812,-500.648,427.48,13,6,1112
114901,1018.99,3.47174,-254.6,17,4,1293
93620,600.682,-282.70099999999996,-153.8,13,8,860
80139,-360.01800000000003,-42.2133,-354.0,13,4,393
111576,-501.45300000000003,-646.054,542.0,17,2,1818
109251,-76.4554,819.827,-417.4,17,2,812
92054,-654.587,98.54899999999999,-821.45,13,8,304
107805,-459.665,679.758,-1057.0,17,2,102
114094,-807.405,-625.847,-552.8,17,4,776
80209,-91.6394,-347.98199999999997,-352.8,13,4,404
112447,-821.002,-43.7853,964.8,17,2,2281
82836,-362.21,14.1519,240.2,13,4,728
82946,-6.661969999999999,-360.746,288.0,13,4,742
95359,217.257,618.821,282.4,13,8,1398
108765,-712.24,404.825,-573.72,17,2,591
94829,-628.264,-196.99599999999998,194.6,13,8,1230
108315,-382.154,-725.664,-683.2,17,2,381
34708,-51.4317,-104.927,-178.313,8,6,218
110173,-530.5930000000001,-628.053,5.4,17,2,1217
85788,-313.8,387.533,-829.4,13,6,224
94406,-215.674,627.9590000000001,-53.4,13,8,1102
44230,-138.424,-103.64399999999999,195.637,8,8,711
21734,-15.8563,-27.2584,51.1514,8,2,115
89156,279.21299999999997,414.17900000000003,191.0,13,6,988
33854,-64.9483,-95.4132,-324.85200000000003,8,6,112
32932,61.4482,40.6865,373.975,8,4,404
40784,169.89,24.8974,-283.74,8,8,197
112448,-817.238,-13.5386,975.6,17,2,2281
114070,-972.138,-297.135,-466.4,17,4,768
112585,786.704,218.71,954.0,17,2,2346
114352,-4.6421,-1024.12,-385.0,17,4,950
43736,-76.268,-153.871,107.12299999999999,8,8,638
34209,-95.2324,-64.575,-227.31900000000002,8,6,161
41627,118.06700000000001,124.15700000000001,-150.431,8,8,361
89960,-465.94,195.90900000000002,413.8,13,6,1165
94493,-643.715,-133.86,89.2,13,8,1126
114574,-239.188,-988.4780000000001,-346.8,17,4,1097
117376,-85.7704,-1021.13,840.2,17,4,2772
41340,-170.415,16.361,-272.72,8,8,311
16947,-33.6089,-0.6326069999999999,-309.71299999999997,8,2,33
114980,-387.564,944.572,-200.6,17,4,1340
38852,2.88903,115.709,239.74099999999999,8,6,559
18611,30.0089,-10.1485,-108.742,8,2,87
115271,-831.3760000000001,584.869,-54.4,17,4,1506
