hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
33378,180166318924759040,116.626,-14.3918,-424.676,0.184578,0.00862799,-0.9853190000000001,0.0
33403,445867083348049920,77.59100000000001,85.6725,-422.245,0.304768,0.28482399999999997,-1.5092700000000001,0.0
33516,225204789099626496,-105.35600000000001,-47.8161,-411.726,-0.45627799999999996,-0.222344,-1.7896599999999998,0.0
33971,797140157701554176,112.226,-27.0014,-287.42,0.8315879999999999,-0.235569,-2.13965,0.0
34086,648519377133502464,-27.2839,112.24,-316.51599999999996,-0.148278,0.451651,-1.26189,0.0
34605,680046773548351488,-115.63799999999999,8.23767,-256.574,-0.839258,0.09345880000000001,-1.88307,0.0
34621,648527417312280576,-116.103,-15.6748,-146.47899999999998,-0.56228,-0.0417473,-0.654748,0.0
34630,873711659288363008,-108.285,-40.2914,-140.753,-0.450122,-0.20655700000000002,-0.612157,0.0
34654,117104173111050240,-96.4802,-63.8275,-186.261,-0.196261,-0.08663660000000001,-0.346533,0.0
34671,571962306636808192,-83.4554,-81.2568,-166.31599999999997,-0.17560599999999998,-0.219018,-0.411621,0.0
34686,693557297552556032,-72.9106,-90.8059,-146.233,-0.154942,-0.14007999999999998,-0.271911,0.0
35085,391822788307976192,-98.1613,63.238,-165.84900000000002,-0.206188,0.174309,-0.362689,0.0
35545,657526507668766720,46.3754,105.881,-110.691,0.637649,1.54421,-1.54644,0.014322869521524425
35758,666535356207730689,-115.89299999999999,11.4319,-87.1875,0.0810933,-0.17636300000000002,-0.056865099999999995,0.0
35781,495400288337788928,-113.03399999999999,-24.8962,-3.37545,-0.323592,-0.034319699999999995,-0.0207701,0.0
35977,409832170295656448,9.81175,-115.471,-50.2007,0.0443286,-0.960047,-0.372867,0.0
36043,180153193504702464,71.6202,-91.5864,-64.5539,0.379693,-0.426568,-0.37251,0.0
36101,4508066393358336,104.53200000000001,-52.7885,-44.49100000000001,3.94615,-2.03219,-1.68452,0.03624490354704537
36244,549440185331351552,86.0194,76.9776,-11.6453,0.136413,0.16783900000000002,-0.0254561,0.0
36253,968278249211691008,86.3464,76.663,-16.1071,0.6949,0.568829,-0.08455900000000001,0.0
36283,828665355093147648,76.2698,86.6673,-55.9694,0.270282,0.253619,-0.183409,0.0
36432,657537021748707328,-37.0303,109.829,-64.3139,-0.385788,1.0191700000000001,-0.655224,0.0
36935,238697583478833152,100.47,-56.5727,25.7759,0.336329,-0.15031,0.0647915,0.0
36962,693555648285114368,110.333,-35.5141,8.80419,0.330127,-0.07115369999999999,0.00490249,0.0
37060,558452813424754688,98.8452,60.1413,34.4264,1.0564,0.602278,0.247002,0.01609848255471598
37094,914234916244291584,68.9573,92.5214,23.9218,0.398339,0.592349,0.218467,0.0
37104,810661676822036480,73.7178,89.7667,37.9999,0.0941613,0.262178,-0.00843331,0.0
37121,418844317352722432,52.5652,102.182,57.089,0.24305100000000002,0.547962,0.273791,0.0
37325,873701901122666496,-101.814,53.4284,4.926019999999999,-0.24211,0.165401,0.00848513,0.0
37393,535929798766100480,-115.556,7.2054800000000006,49.6442,-0.294166,-0.015475200000000001,0.11239,0.0
37570,103586914598125568,16.7942,-115.73,133.094,0.22697699999999998,-1.80427,2.0974,0.023301126511571395
37658,639523791470329856,94.0333,-67.3329,123.039,0.451617,-0.28257899999999997,0.541315,0.0
37719,94581158452396032,112.551,26.3468,94.6196,0.7972199999999999,0.22252800000000003,0.627151,0.0
37892,558452057510510592,-12.1757,114.99,101.031,0.00863673,0.23090100000000002,0.18010199999999998,0.0
38117,112592464602206209,-89.5912,-72.8531,189.149,-0.331978,-0.16769,0.28333200000000003,0.0
38228,639516713364226048,72.7868,-89.6601,208.523,1.11035,-1.426,3.19276,0.022485042870618754
38284,743098611440549888,114.02600000000001,-16.6925,175.25599999999997,1.41418,-0.243319,2.20266,0.018116946728243058
38323,382806174484922368,102.57,52.2315,160.869,0.627838,0.279534,0.900156,0.0
38511,211685331563446272,-104.353,51.6328,190.46900000000002,-0.392573,0.155231,0.680072,0.0
38543,864693945953681408,-115.635,8.18933,194.743,-0.312987,-0.014912700000000001,0.528818,0.0
38743,851191737006161920,114.21799999999999,-24.0527,251.05,0.17143,-0.00106907,0.357849,0.0
38847,418836826929758208,18.7706,114.436,254.53900000000002,0.159093,0.7606539999999999,1.6785400000000001,0.0
38886,445872031150374912,-45.468999999999994,107.42299999999999,255.24099999999999,-0.116791,0.18829100000000001,0.494933,0.0
38904,364800022312648704,-74.9582,88.1178,245.257,-0.616232,0.672652,2.0251,0.0
38961,671036962953494528,-116.206,9.120510000000001,226.63099999999997,-0.8477870000000001,0.031050400000000002,1.6633799999999999,0.0
39385,63054311793360896,-75.1976,-89.4825,411.89300000000003,-0.0735133,-0.138489,0.55225,0.0
39861,220710741479522304,-35.4629,110.023,466.70099999999996,-0.107397,0.32641,0.866477,0.0
40066,797140157701554176,166.111,-43.2949,-426.57300000000004,0.822558,-0.26597,-2.1389,0.0
40158,648519377133502464,-46.93,164.954,-466.14300000000003,-0.181162,0.43878199999999995,-1.26152,0.0
40600,117104173111050240,-151.786,-82.7833,-279.60200000000003,-0.208879,-0.054445400000000005,-0.344983,0.0
40841,562957924897398786,86.29899999999999,148.184,-344.79699999999997,-0.266522,-0.145596,0.0336172,0.0
40941,648527417312280576,-171.18,-18.1445,-210.3,-0.564529,-0.00853484,-0.653323,0.0
40958,873711659288363008,-158.08100000000002,-65.4678,-209.69,-0.434065,-0.237891,-0.611695,0.0
40999,571962306636808192,-115.899,-127.227,-247.89700000000002,-0.149048,-0.24057800000000001,-0.409387,0.0
41312,391822788307976192,-139.047,102.16,-242.18,-0.18255,0.197034,-0.36282600000000004,0.0
41654,657526507668766720,67.5262,158.464,-163.16,0.607557,1.55516,-1.54694,0.010486403466152669
41908,409832170295656448,11.4941,-171.715,-71.96300000000001,0.0119229,-0.960694,-0.37131,0.0
41970,180153193504702464,110.404,-132.649,-101.586,0.403016,-0.402704,-0.373749,0.0
42119,828665355093147648,118.65700000000001,123.065,-83.3928,0.29131,0.229476,-0.181784,0.0
42235,657537021748707328,-55.8318,162.192,-97.7881,-0.35215599999999997,1.03086,-0.654972,0.0
42383,495400288337788928,-169.072,-27.9649,-7.161410000000001,-0.324648,-0.00120229,-0.0218836,0.0
42611,4508066393358336,154.137,-78.5831,-65.7566,3.92856,-2.06199,-1.68795,0.029848748723655245
42732,968278249211691008,130.627,111.52600000000001,-21.2281,0.715683,0.542194,-0.08103439999999999,0.0
42735,549440185331351552,118.439,123.865,-17.9344,0.108605,0.186123,-0.024046400000000002,0.0
42958,666535356207730689,-154.936,76.0269,-65.5628,0.119644,-0.154315,-0.0557535,0.0
43293,238697583478833152,153.91899999999998,-77.6217,35.6712,0.348483,-0.11872,0.06289199999999999,0.0
43307,693555648285114368,165.358,-45.0627,9.8252,0.334491,-0.0412547,0.00632329,0.0
43385,558452813424754688,147.733,87.1625,45.6537,1.07134,0.5727270000000001,0.244169,0.01332283872472826
43415,914234916244291584,98.9777,139.623,41.0881,0.369162,0.609846,0.21885100000000002,0.0
43431,810661676822036480,89.8808,146.025,36.3479,0.059290699999999995,0.271522,-0.00842748,0.0
43608,873701901122666496,-147.585,88.7369,6.793419999999999,-0.219385,0.191176,0.0103435,0.0
43646,535929798766100480,-170.989,0.704023,70.4533,-0.289319,-0.0506745,0.108454,0.0
43919,94581158452396032,167.683,42.9479,138.241,0.78708,0.255029,0.626526,0.0
43995,418844317352722432,74.1737,154.62,83.2469,0.21198699999999998,0.559012,0.275936,0.0
44308,103586914598125568,23.1473,-170.893,197.19799999999998,0.19103399999999998,-1.8071400000000002,2.09775,0.019283701753507913
44380,639523791470329856,142.502,-95.2587,179.912,0.469434,-0.250259,0.541362,0.0
44650,328764078484889602,-170.33900000000003,12.4478,207.96,0.11425199999999999,0.105591,-0.191527,0.0
44704,112592464602206209,-142.634,-96.8987,233.27900000000002,-0.344984,-0.137594,0.28207600000000005,0.0
44857,743098611440549888,169.233,-26.8959,261.532,1.40686,-0.27727199999999996,2.2027799999999997,0.01491985236034793
44896,382806174484922368,155.298,74.3294,235.739,0.639116,0.25053400000000003,0.899868,0.0
45055,211685331563446272,-156.859,69.8771,280.476,-0.401963,0.122228,0.680479,0.0
45217,238697239898230785,94.5627,-142.811,347.536,0.233114,-0.314815,0.401533,0.0
45222,639516713364226048,106.583,-133.905,306.87,1.08349,-1.4459,3.1924,0.015210440107608218
45443,864693945953681408,-171.162,2.4297299999999997,289.519,-0.307231,-0.0489274,0.52956,0.0
45444,671036962953494528,-171.933,10.1414,335.745,-0.8489399999999999,-0.0009546439999999999,1.6623900000000003,0.0
45656,418836826929758208,31.7027,169.933,377.80800000000005,0.192155,0.7520939999999999,1.67796,0.0
45677,445872031150374912,-79.1177,153.189,384.351,-0.142154,0.165295,0.495684,0.0
45688,364800022312648704,-113.98299999999999,129.21200000000002,370.94800000000004,-0.6410640000000001,0.650134,2.02422,0.0
71342,225204789099626496,-238.933,-98.4771,-915.7180000000001,-0.48928299999999997,-0.137949,-1.7863099999999998,0.0
71443,445867083348049920,192.614,174.22799999999998,-950.8610000000001,0.349729,0.21767399999999998,-1.50748,0.0
71542,707077511019769858,-222.532,-137.658,-837.23,0.182626,0.106725,-0.0762774,0.0
71948,648519377133502464,-84.2292,242.46099999999998,-696.247,-0.225694,0.412188,-1.25986,0.0
72121,797140157701554176,249.392,-73.0749,-645.143,0.808736,-0.317581,-2.13537,0.0
72279,680046773548351488,-258.17900000000003,31.3274,-578.222,-0.823044,0.176348,-1.8816700000000002,0.0
72284,873704375040610305,-259.306,-42.6746,-553.987,-0.197631,0.0399746,-0.130698,0.0
72620,418843767613693954,-259.732,11.5572,-517.508,-0.384754,0.202352,-0.012601399999999999,0.0
72669,571962306636808192,-157.755,-212.78400000000002,-387.20099999999996,-0.0962185,-0.26213600000000004,-0.409462,0.0
72801,328764078484889602,246.43,-80.3705,-409.60400000000004,0.0567805,-0.142629,-0.191423,0.0
72955,391822788307976192,-193.456,174.50099999999998,-364.236,-0.140166,0.22662800000000002,-0.360309,0.0
72994,648527417312280576,-257.362,-15.5105,-309.698,-0.564226,0.041529500000000004,-0.650019,0.0
73007,873711659288363008,-235.166,-113.69200000000001,-321.712,-0.403062,-0.284642,-0.60806,0.0
73377,562957924897398786,-241.96200000000002,93.719,-307.697,-0.298272,0.0453758,0.031456700000000004,0.0
73535,180153193504702464,177.25099999999998,-194.227,-161.653,0.43400900000000003,-0.364289,-0.374637,0.0
73703,657526507668766720,98.7957,242.364,-246.108,0.556513,1.57162,-1.54725,0.008440256779219465
73999,409832170295656448,10.0375,-256.97,-104.73299999999999,-0.0406367,-0.9579559999999999,-0.36892199999999997,0.0
74075,4508066393358336,232.708,-120.456,-99.5804,3.90115,-2.11119,-1.68615,0.01599042638022731
74129,747605990655922177,256.224,-26.6416,-74.4778,0.192103,-0.21046900000000002,-0.0590891,0.0
74187,828665355093147648,193.078,173.483,-127.464,0.31905,0.184174,-0.182186,0.0
74655,495400288337788928,197.105,-171.33900000000003,-34.1514,0.21585300000000002,-0.199443,-0.0260443,0.0
74685,238697583478833152,241.324,-100.521,51.1369,0.359588,-0.0657777,0.0631037,0.0
74714,693555648285114368,259.301,-48.6646,12.0262,0.334559,0.014114600000000001,0.007991100000000001,0.0
74795,968278249211691008,202.952,163.235,-29.1194,0.744961,0.49818100000000004,-0.077292,0.0
74817,549440185331351552,156.079,214.718,-29.9528,0.05287959999999999,0.203999,-0.0296582,0.0
74855,810661676822036480,100.31700000000001,241.447,33.7946,0.00298499,0.27534000000000003,-0.00707559,0.0
75010,873701901122666496,-213.0,157.56799999999998,11.2949,-0.177477,0.22563200000000003,0.0125875,0.0
75080,535929798766100480,-257.95,-23.726999999999997,103.96600000000001,-0.26700100000000004,-0.10184800000000001,0.10753,0.0
75372,558452813424754688,224.22400000000002,126.03399999999999,62.8216,1.09336,0.5273100000000001,0.23976799999999998,0.009714596117949021
75410,914234916244291584,141.338,215.127,67.5382,0.326518,0.63221,0.21458000000000002,0.0
75437,418844317352722432,101.426,237.313,123.385,0.162078,0.573641,0.275084,0.0
75849,94581158452396032,253.18,73.8061,207.202,0.766518,0.307068,0.625572,0.0
75954,558452057510510592,23.0764,260.099,219.24200000000002,0.0925529,0.204753,0.183336,0.0
76128,112592464602206209,-225.27,-123.55799999999999,299.441,-0.356591,-0.0893278,0.28332399999999996,0.0
76219,103586914598125568,31.2071,-258.485,298.913,0.142292,-1.80928,2.09742,0.014061065296726185
76287,639523791470329856,222.09599999999998,-133.06,269.869,0.488454,-0.205246,0.541175,0.0
76338,382806174484922368,237.88,102.73100000000001,350.841,0.652421,0.198209,0.9014280000000001,0.0
76565,864693945953681408,-260.692,-20.4866,446.546,-0.293075,-0.105593,0.526979,0.0
76681,238697239898230785,144.01,-219.84900000000002,441.79699999999997,0.18879400000000002,-0.341634,0.399501,0.0
76685,639516713364226048,158.68200000000002,-205.787,463.92199999999997,1.03719,-1.47783,3.19149,0.009919855663375098
76725,743098611440549888,260.187,-46.4814,404.75300000000004,1.39209,-0.327691,2.20292,0.00799277524148982
76781,418842530663108609,145.609,215.40900000000002,383.908,0.11578900000000002,0.0970813,0.13842000000000002,0.0
77042,693561145860038658,233.479,-107.78399999999999,500.414,0.07016289999999999,-0.141896,0.09980739999999999,0.0
77061,851191737006161920,257.064,11.3585,563.091,0.14668399999999998,0.07871030000000001,0.357234,0.0
77132,418836826929758208,55.8601,253.178,563.679,0.24115599999999998,0.744987,1.6723700000000001,0.0
77164,364800022312648704,-177.80200000000002,190.389,566.929,-0.674561,0.61316,2.02218,0.0
77207,671036962953494528,-260.769,7.10243,509.483,-0.8474290000000001,-0.0539472,1.6601700000000001,0.0
77430,445872031150374912,-150.623,217.054,603.431,-0.178054,0.120574,0.493482,0.0
77444,171141321342328834,-164.295,202.293,602.799,-0.150249,0.0129455,0.0184204,0.0
77927,220710741479522304,-63.9278,254.02700000000002,834.691,-0.028663499999999998,0.343001,0.863266,0.0
78009,63054311793360896,-105.906,-234.612,951.675,0.0115191,-0.15168199999999998,0.550704,0.0
78478,648519377133502464,-141.893,333.103,-984.857,-0.273452,0.379688,-1.25973,0.0
78614,797140157701554176,338.815,-111.601,-884.596,0.7880060000000001,-0.367815,-2.13429,0.0
78747,707077511019765762,-313.96,-181.43099999999998,-818.17,-0.09709580000000001,-0.159548,-0.330133,0.0
78944,680046773548351488,-357.75199999999995,56.4258,-807.791,-0.80696,0.233417,-1.88058,0.0
79196,873704375040610305,-359.517,-5.24826,-623.536,-0.174832,0.09763510000000002,-0.128745,0.0
79301,328764078484889602,251.532,-255.8,-633.7719999999999,-0.048582,-0.143538,-0.191331,0.0
79537,571962306636808192,-181.665,-307.431,-530.6,-0.0393588,-0.276405,-0.408735,0.0
79764,391822788307976192,-237.394,268.288,-504.51599999999996,-0.0862305,0.25396399999999997,-0.358212,0.0
79796,418843767613693954,-350.713,68.3105,-520.607,-0.34946,0.255843,-0.011982799999999998,0.0
79810,648527417312280576,-359.25199999999995,-2.44042,-427.774,-0.555008,0.101296,-0.65045,0.0
79839,873711659288363008,-315.21,-178.05599999999998,-448.423,-0.362452,-0.330426,-0.608592,0.0
